Hyllpaikka,Tekijä,Nimeke,Lainojen lkm.,ISBN/ISSN,Julkaisuvuosi
"84, 84.2, 84.2 Fan, 84.2 FAN, 84.2 NA","Meyer, Stephenie.",Epäilys,599,978-951-0-34301-2,2008-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Cussler, Clive.",Vakooja,598,978-951-0-38872-3,2012-01-01
"84.2, 85.22, 85.22 KU","Koivisto, Jari.",Miina ja Manu puutarhassa,598,978-951-866-796-7,2011-01-01
"82.141 H, 84.2, 84.2 HELPPO, 84.2 HL, 84.2 TAVU, 85, 85.1, 85.12 H, 85.22","Rickards, Lynne.",Minä voitin!,597,978-951-882-863-4,2008-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN, Jännitys","James, Peter.",Kuolema peittää jäljet,597,978-952-492-570-9,2012-01-01
"84.2, 84.2 Jän, 84.2 NA, 84.2 SCI, 84.2 Scifi, 84.2MA","Collins, Suzanne.",Nälkäpeli. Vihan liekit,597,978-951-0-35831-3,2010-01-01
"67.41, 67.41 KU, 85.22, 85.22 KU","Niemelä, Reetta.",Tikkumäen talli,596,978-951-1-24909-2,2011-01-01
84.2,"Nicholls, David.",Kaikki peliin,596,978-951-1-26200-8,2012-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Arhippa, Pirkko.",Kihlaava kuolema : jännitysromaani,596,978-951-883-407-9,2012-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Korhonen, Wexi.",Kujanjuoksu Keniassa : escape from Hemingway's way,595,978-952-67607-0-4,2011-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HL, 84.2B, 85","Parvela, Timo.",Ella luokkaretkellä,594,951-31-1063-X,1997-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Kilpi, Marko.",Jäätyneitä ruusuja,594,978-951-20-8611-5,2011-01-01
"84,2, 84.2, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO","Stine, R. L.",Luikeroleiri,594,978-951-0-35239-7,2011-01-01
"84.2, 84.2 - Kauhu, 84.2 Jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Nukkeni mun,594,978-951-0-34437-8,2008-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","We honestly can look after your dog,suomi",Me ihan totta osataan hoitaa koiraa,593,978-951-0-35896-2,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas punoo juonia,592,978-951-31-3843-1,2007-01-01
84.2,"Havaste, Paula.",Yhden toivon tie,592,978-951-20-8977-2,2012-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F","Barks, Carl.",Suuret setelit,592,978-951-32-2690-9,2009-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Persson, Leif G. W.",Matkan pää,592,978-951-1-22509-6,2011-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA",,"Ankkojen maailmanhistoria. 2, [Antiikin aika]",591,978-951-32-2893-4,2010-01-01
"85.11, 85.22, 85.22 KU, 85.22F","Koivisto, Jari.",Miina ja Manu kaupungin kesässä,591,978-951-866-761-5,2009-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL","Kallioniemi, Tuula.",Karoliina ja vallaton pentu,591,978-951-1-26001-1,2012-01-01
"84, 84.2, 84.2 NOV","Kyrö, Tuomas.",Mielensäpahoittaja [Äänite],591,978-951-0-36642-4,2010-01-01
"84.2, 84.5",Harry Potter and the deathly hallows.,Harry Potter ja kuoleman varjelukset. Osa 2 [Videotallenne] = Harry Potter and the deathly hallows. Part 2,590,5051895082447,2011-01-01
"84.2, 84.2  D, 84.2 D, 84.2 JÄ, 84.2 Jän, 84.2 JÄN","Tuomainen, Antti.",Parantaja,590,978-952-5874-09-9,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Wolde, Gunilla.",Sanna ja pölynimuri,590,951-30-3353-8,1975-01-01
"84, 84.2, 85",Harry Potter and the Order of the Phoenix,Harry Potter ja Feeniksin kilta [Videotallenne].,590,,2007-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HL, 85","Parvela, Timo.",Ella yökoulussa,590,951-31-2221-2,2001-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Sarkola, Ritva.",Suukkoja murhaajalle : jännitysromaani,590,978-952-202-328-5,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Tison, Annette.",Barbapapan kirjasto. 3,589,978-951-1-23393-0,2009-01-01
"85.22, 85.22 KU","Child, Lauren.",Himpun verran näkymätön,589,978-951-0-37830-4,2011-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ, 84.2 Jän","Läckberg, Camilla.",Pahanilmanlintu,587,978-951-50-1856-4,2009-01-01
"84.2, 85.11, 85.22, 85.22 KU, 85.22F",Muumin no takaramono,Muumipeikon aarre,586,978-951-31-5010-5,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupuna leikkipuistossa,585,978-951-32-2681-7,2009-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Knutsson, Gösta.",Pekka Töpöhäntä ja lumiukko,584,951-20-3978-8,1992-01-01
"84.2, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO","Stine, R. L.",Mutainen kosto,584,978-951-32-2853-8,2010-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F","Barks, Carl.",Kuuden miljoonan dollarin papukaija : Carl Barksin ennätyksellisimmät tarinat,583,978-951-32-2691-6,2009-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Kallentoft, Mons.",Syyskalma : rikosromaani,583,978-951-50-2116-8,2011-01-01
"84.2, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupunan leikkimökki,583,978-951-32-2993-1,2010-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H","Goodhart, Pippa.",Kakkutesti,582,978-951-882-862-7,2008-01-01
"84.2, 84.2 - Kauhu, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO","Stine, R. L.","Oho, mitkä voimat!",582,978-951-0-35240-3,2011-01-01
"05.1, 36.051",,Talouselämä.,582,0356-5106,1937-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SA, 85.32 SARJA, 85.32F","Rosa, Don.",Kolmen caballeron paluu ja muita Don Rosan parhaita,582,978-951-32-2694-7,2009-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Pakkanen, Outi.",Yöpuisto,582,978-951-1-23008-3,2008-01-01
05.1,,Sport.,581,1458-7122,2002-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Connelly, Michael.",Viides todistaja,580,978-951-20-8876-8,2012-01-01
"84.2, 84.2 RO, 84.2 Vii, 84.2R","Lehtinen, Tuija.",Mies taskussa,580,978-951-1-21806-7,2007-01-01
"84, 84.2, 84.2 RO","Mustonen, Enni.",Yllätysperintö : romaani,580,951-1-19029-6,2003-01-01
84.2,"Cunningham, Michael.",Illan tullen,580,978-951-20-8402-9,2011-01-01
"84.2, 85.11, 85.2, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas panee töpinäksi,579,978-951-31-0894-6,1996-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Lius, Tuomas.",Härkäjuoksu,579,978-952-01-0629-4,2011-01-01
84.2,"McKinley, Tamara.",Perintöosa,578,978-951-0-37780-2,2011-01-01
"85.32, 85.32 SA, 85.32 SARJA",Poisson chat.,Kalajuttu,578,978-951-1-25160-6,2011-01-01
84.2,"Souri, Katariina.",Polku,578,978-951-31-6389-1,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ, 84.2J","James, Peter.",Kuolema katsoo kohti,577,978-952-492-458-0,2011-01-01
"85.22, 85.32, 85.32 SA, 85.32 SARJA",,Simpsonit : jytkypaukku,577,978-952-220-412-7,2011-01-01
05.1,,Image : elävän kulttuurin aikakauslehti.,577,0782-3614,1985-01-01
"84.2, 84.2 KU, 85.22, 85.22 KU","Koivisto, Jari.",Miina ja Manu pajassa,576,978-951-866-740-0,2008-01-01
"85.22, 85.22 KU","Kanto, Anneli.",Kastehelmi Virtanen ja oma tahto,576,978-951-23-5536-5,2012-01-01
"84.2, 84.2 - Kauhu, 84.2 Jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Vampyyrin henkäys,575,978-951-32-2408-0,2007-01-01
"84.2, 84.2 RO","Poutanen, Kira.",Rakkautta on the rocks,575,978-951-0-37826-7,2011-01-01
"84.2, 84.2 H, 84.2 HL, 85","Widmark, Martin.",Timanttien arvoitus,573,951-31-3029-0,2004-01-01
"85.22, 85.22 KU, L85.22","Tison, Annette.",Barbapapan numerot,573,978-951-1-25465-2,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Patterson, James.",Kuudes kohde,573,978-951-0-35838-2,2011-01-01
"85.22, 85.22 KU","Harjanne, Maikki.",Minttu urheilee,573,978-951-1-25427-0,2012-01-01
"84.2, 85.1",Ronja rövardotter,Ronja ryövärintytär [Videotallenne].,572,,2003-01-01
84.2,"Geda, Fabio.",Krokotiilimeri,571,978-951-1-25125-5,2012-01-01
"84.2, 84.2 HELPPO, 84.2 TA, 84.2 TAVU, 84.2A, 85.12 H","Agnew, Kate.",Dinosauruspäivä,569,978-951-883-135-1,2010-01-01
"84.2, 84.2 RO","Peetz, Monika.",Tiistaisiskot,569,978-952-492-538-9,2011-01-01
"83.32, 85.32, 85.32 SA, 85.32 SARJA",,Perhe on pahin,568,978-951-32-3074-6,2011-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12 H","Doyle, Malachy.",Jalkapalloaaveet,567,978-951-882-942-6,2009-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ, 84.2 Jän","Cornwell, Patricia.",Valokeilassa : Kay Scarpettan tutkimuksia,566,978-951-1-24529-2,2010-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN, Jännitys","Bagge, Tapani.",Musta pyörre,566,978-952-5918-72-4,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ, 84.2 Jän","Kepler, Lars.",Hypnotisoija : rikosromaani,565,978-951-31-5274-1,2010-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Dahl, Kjell Ola.",Ystävyyden muisto,565,978-952-01-0493-1,2011-01-01
"84.2, 85.12 LA","Nopola, Sinikka.",Risto Räppääjä saa isän [Äänite],565,978-951-31-6358-7,2011-01-01
84.2,"Haahti, Taina.",Kaikki mitä tiedän huomisesta,564,978-952-234-051-1,2011-01-01
84.2,"Linturi, Jenni.",Isänmaan tähden : romaani,564,978-951-851-308-0,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Hill, Eric.",Puppe leipoo,564,951-1-13385-3,1994-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Hill, Eric.",Puppe yökylässä,564,951-1-11436-0,1990-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas ja sisukas muurahainen,563,951-31-3555-1,2006-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Jansson, Anna.",Hylynryöstäjä,563,978-951-20-7935-3,2009-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 LA, 84.2 POIKA, 85","Kallioniemi, Tuula.","Konsta, kovanaama",563,978-951-1-23725-9,2009-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","Mankell, Henning.",Rauhaton mies,563,978-951-1-23971-0,2009-01-01
84.2,"Kinney, Jeff.","Neropatin päiväkirja. 4, Kovan onnen kesä : Greg Heffleyn julkaisu",562,978-951-0-38693-4,2012-01-01
"84.2, 84.2 Huu, 84.2 Huumori, 84.2 HUUMORI, 84.2 VI, 84.2 VITSI, 85, 85.2UT",,Hevarihiiri kuokkavieraana,562,978-951-1-22984-1,2008-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Howard, Linda.",Yön huntu,562,978-951-0-38921-8,2012-01-01
84.2,"Vanhatalo, Pauliina.",Korvaamaton,561,978-951-31-6230-6,2012-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 Jän, 84.2 JÄN","Fielding, Joy.",Pakoon et pääse,561,978-951-0-35717-0,2010-01-01
"85.22, 85.22 KU","Koskimies, Pirkko.",Pupu Tupuna matkalla kaupunkiin,561,978-951-32-3080-7,2011-01-01
"84.2, 86.34","Keyes, Marian.",Peiton alla : tarinoita kirjailijaelämästä,561,978-951-31-6605-2,2012-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Viima, Hannaleena.",Naisen vaisto,560,978-952-492-548-8,2011-01-01
"05.1, 86.13051",,Anime.,560,1795-6986,2005-01-01
61.4,,Toshiba [Esine] : Satellite U400.,560,,2008-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12 H, 85.22","Forde, Patricia.",Siilit eivät pidä korkeista paikoista,559,978-951-883-272-3,2011-01-01
"85.22, 85.22 KU","Kunnas, Mauri.",Aarresaari : kunnasmainen tulkinta Robert Louis Stevensonin klassikosta,559,978-951-1-26442-2,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ, 84.2 JÄN","Kanniainen, Esa-Pekka.",Pimeä korpi,559,978-951-23-5429-0,2011-01-01
84.2,"Boyne, John.",Tarkoin vartioitu talo,558,978-952-5637-35-9,2011-01-01
"85.22, 85.22 KU",Mater´s Tall Tales,Martin tarinatalli,558,978-951-32-3197-2,2011-01-01
"84.2, 84.5",Harry Potter and the deathly hallows.,Harry Potter ja kuoleman varjelukset. Harry Potter and the deathly hallows. [Videotallenne] =Osa 1Part 1.,557,5051895063095,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupuna tavaratalossa,557,978-951-32-2584-1,2008-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 LA, 84.2 POIKA, 84.2B, 85","Kallioniemi, Tuula.","Konsta, tokaluokkalainen",557,951-1-21222-2,2006-01-01
"85.22, 85.22 KU","Nordqvist, Sven.",Viiru muuttaa,556,978-951-31-6844-5,2012-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 LA, 84.2 POIKA, 84.2H, 85","Kallioniemi, Tuula.",Konsta ja näkymätön Niklas,556,978-951-1-21935-4,2007-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F",,Näin naapurissa : ankan elämää,556,978-951-32-2882-8,2010-01-01
"84.2, 84.2  D, 84.2 D, 84.2 DEK, 84.2 JÄ","Giménez Bartlett, Alicia.",Petra Delicado ja merkityt tytöt,556,978-951-31-6390-7,2012-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HL, 85","Parvela, Timo.",Ella ja kiristäjä,555,951-31-0623-3,1995-01-01
"85.22, 85.22 KU","Kaarla, Riina.",Kuka löytää paperit? : katselukirja,555,978-951-31-6525-3,2011-01-01
"84.2, 84.2 NA","Smith, L. J.",Korpinmusta,555,978-951-1-25049-4,2010-01-01
"84.2, 84.2 RO, 84.2R","Steel, Danielle.",Bungalow nro 2,555,978-951-0-36274-7,2010-01-01
"03, 03F",Guinness world records 2009,Guinness world records 2009,555,978-951-32-2580-3,2008-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","James, P. D.",Todistajan kuolema,554,978-951-1-24144-7,2010-01-01
"84.2, 85.32, 85.32 SA","Jarla, Pertti.",Fingerpori. 4,553,978-952-5768-61-9,2011-01-01
"84.2, 85.3, 85.32, 85.32 SA, 85.32 SARJA","Barks, Carl.",Carl Barksin parhaat,553,978-951-32-3035-7,2011-01-01
"84.2, 84.2 EL, 84.2 ELÄIN","Jalo, Merja.",Jesse muotikoira,553,978-951-0-37277-7,2011-01-01
"84.2, 84.2 R, 84.2 Rom","Jacobs, Kate.",Lankakaupan talvi,553,978-951-20-8222-3,2010-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85.12, 85.12 H","Impey, Rose.",Piraatti-Pete ja takaa-ajo merellä,552,978-951-883-151-1,2011-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","Häkämies, Kari.",Rehelliseksi tunnettu : rikosromaani,552,978-951-851-281-6,2010-01-01
"84, 84.2","Oksanen, Sofi.",Baby Jane,552,951-0-30966-4,2005-01-01
,,Tom & Jerry.,551,0357-6493,1980-01-01
"84.2, 85.11, 85.22, 85.22 KU","Scarry, Richard.",Valintamyymälän arvoitus,551,978-951-31-5571-1,2010-01-01
"84, 84.2","Nousiainen, Miika.",Maaninkavaara,550,978-951-1-22853-0,2009-01-01
"85.22, 85.22 KU","Kaarla, Riina.",Kuka saa kukan? : katselukirja,550,978-951-31-6448-5,2011-01-01
"84.2, 84.2 RO","Dragnić, Nataša.",Kanssasi aina,550,978-951-1-25235-1,2012-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA",,"Ankkojen maailmanhistoria. 1, [Esihistoria ja varhaiset korkeakulttuurit]",550,978-951-32-2695-4,2009-01-01
68.2051,,Maku : kotikokkaajan ruokalehti.,550,1459-4447,2003-01-01
84.2,"Wennström, Annica.",Lapinkylä : sukutarina,549,978-952-5637-34-2,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Wolde, Gunilla.",Sanna ja pikkuveli,549,951-31-2384-7,2002-01-01
"84.2, 84.2 NOV, 84.2 Novellit","Ahern, Cecelia.",Tyttö peilissä,549,978-951-20-8741-9,2012-01-01
"85.22, 85.22 KU",,Kurkkuauton arvoitus,548,978-951-32-3093-7,2011-01-01
"85.32, 85.32 SA, 85.32 SARJA",Les egyptochats.,Faraokissa,547,978-951-1-25159-0,2011-01-01
"05.1, 79, 79.19051",,Fillari : polkupyöräilyn erikoislehti.,547,1236-7966,1993-01-01
"85.22, 85.22 KU, L85","Kirkkopelto, Katri.",Oona ja Eetu : eri mieltä,547,978-951-627-887-5,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN, Jännitys","Sten, Viveca.",Syvissä vesissä,546,978-952-5918-68-7,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ, 84.2 Jän","Roslund, Anders.",Tyttö katujen alta,546,978-951-0-34288-6,2010-01-01
84.2,"Tammimaa, Essi.",Paljain käsin,546,978-951-20-7987-2,2011-01-01
"84.2, 85.22, 85.22 KU","Scarry, Richard.",Suuri piirakkaryöstö,546,978-951-31-5955-9,2011-01-01
"85.3, 85.32, 85.32 SA, 85.32 SARJA","Kim, Young.",Houkutus : sarjakuvasovitus. Osa 2,546,978-951-0-38204-2,2011-01-01
62.544051,,Kippari : moottoriveneilyn erikoislehti.,545,0780-5373,1982-01-01
"84.2, 84.2 SO, 84.2 SOTA","Tuomaala, Eero.",Sissipartio Säämäjärvelle,545,978-951-31-6324-2,2011-01-01
"55, 55.4, 55.4F","Long, John.",Dinosaurukset,545,978-951-31-3978-0,2007-01-01
84.2,"Vaahtera, Veera.",Onnellisesti eksyksissä,545,978-951-31-6870-4,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Louhi, Kristiina.",Tomppa ja Taatelin maito,544,978-951-31-5234-5,2010-01-01
"84.2, 85.32, 85.32 SA, 85.32 SARJA",,"Ankkojen maailmanhistoria. 3, [Keskiaika]",544,978-951-32-2894-1,2010-01-01
"67, 67.62051",,Urheilukalastus.,544,0355-7278,1969-01-01
"84.2, 84.2 HELP, 84.2 LA, 84.2 POIKA, 85, 85.12 H, 85.12 LA","Kallioniemi, Tuula.",Konsta kesälaitumilla,544,951-1-20875-6,2006-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Hämäläinen, Karo.",Erottaja,544,978-951-0-38362-9,2011-01-01
,,Kuulokkeet.,544,,uuuu-01-01
"84.2, 84.2 H, 84.2 Help, 84.2 HELPPO, 84.2 T, 84.2 TA, 84.2 TAVU, 84.2TAVU, 85.22","Rooney, Anne.",Ihan likainen!,544,978-951-883-202-0,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Lustbader, Eric Van.",Robert Ludlumin Medusan valhe,543,978-951-1-24748-7,2011-01-01
05.1,,Viva!.,543,1795-9950,2005-01-01
"85.22, 85.22 KU",Moomin and the winter snow.,Muumi ja ensilumi,543,978-951-0-38603-3,2011-01-01
"84.2, 84.2 TA, 84.2 TAVU, 84.2 Tavutetut, 84.2TAVU, 85.12, 85.12 H, 85.22","Wallace, Karen.",Kiiltävät johtolangat,542,978-951-883-270-9,2011-01-01
"84, 84.2, 84.5, 85",Harry Potter and the half-blood prince.,Harry Potter ja puoliverinen prinssi [Videotallenne].,542,5051895024690,2009-01-01
"85.32, 85.32 SA, 85.32 SARJA",,"Ankkojen maailmanhistoria. 5, [Löytöretket ja uusi maailma]",542,978-951-32-3077-7,2011-01-01
"84.2, 85.11, 85.2, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas on oikukas,541,978-951-31-1010-9,1997-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 POIKA, 85, 85.12 LA","Kallioniemi, Tuula.",Konsta sydämen asialla,541,978-951-1-24307-6,2010-01-01
"77, 84.2, 84.2 H, 84.2 HELP, 84.2 LA, 85.12, 85.12 LA, 85.22","Nopola, Sinikka.",Risto Räppääjän elokuvakirja,541,978-951-31-4478-4,2008-01-01
"85.22, 85.22 KU","Havukainen, Aino.",Veera lääkärissä,540,978-951-1-26046-2,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Tamminen, Petri.",Rikosromaani,540,978-951-1-26464-4,2012-01-01
"84.2, 84.2 NA, 84.2 SCI, 84.2 Scifi, 84.2MA","Collins, Suzanne.",Nälkäpeli,539,978-951-0-34151-3,2008-01-01
"84.2, 84.2 KU, 85.22, 85.22 KU, 85.22F","Pfister, Marcus.",Sateenkaarikala tutkii meren syvyyksiä,539,978-951-627-827-1,2010-01-01
"84, 84.2, 84.2 R, 84.2 RO, 84.2 Vii, 84.2R","Binchy, Maeve.",Sydämenasia,539,978-951-0-35297-7,2009-01-01
"84.2, 84.2 HE, 84.2 HEVOS","Jalo, Merja.",Luostarin aaveet,538,978-951-0-38465-7,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.","Pelkkiä solmuja, Mikko Mallikas",538,978-951-31-3844-8,2007-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Thompson, Jim.",Kylmä kuolema,538,978-951-0-35649-4,2011-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Evanovich, Janet.",Kahdeksan kaunista,538,978-951-0-38611-8,2012-01-01
"84.2, 85.22, 85.22 KU","Whybrow, Ian.",Harri ja dinot yökylässä,538,978-951-883-157-3,2010-01-01
"45.7, 45.71","Tuuri, Hanna.",Tuulen maa,537,978-951-1-25400-3,2012-01-01
"85.32, 85.32 SA, 85.32 SARJA","Davis, Jim.",Paksu-Karvinen. 8,537,978-951-1-24961-0,2011-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL, N84.2","Webb, Holly.",Pörrö lumipyryssä,537,978-951-23-5382-8,2012-01-01
"84.2, 84.2 R, 84.2 Rom, 84.2R","Ahern, Cecelia.",Mitä huominen tuo tullessaan,537,978-951-20-8227-8,2010-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 Jän, 84.2 JÄN","Gerritsen, Tess.",Jääkylmä,537,978-951-1-24520-9,2010-01-01
"84.2, 84.2 HEL, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H, 85.22 Hel","Impey, Rose.",Piraatti-Pete ja pullopostin arvoitus,537,978-951-883-058-3,2010-01-01
"85.32, 85.32 SA, 85.32 SARJA",,Bart Simpson : kepposten prinssi,536,978-952-220-413-4,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas ja Mulperi,536,978-951-31-2747-3,2003-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas ihmettelee,536,951-31-2536-X,2002-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Robinson, Peter.",Outo juttu,535,978-952-5410-67-9,2011-01-01
"85.22, 85.22 KU","Koskimies, Pirkko.",Pupu Tupuna lomalla,535,978-951-32-3369-3,2012-01-01
92.73,"Porvali, Mikko.",Operaatio Hokki : Päämajan vaiettu kaukopartio,535,978-951-796-760-0,2011-01-01
84.2,"Ragde, Anne B.",Satunnaista seuraa,535,978-951-31-5762-3,2011-01-01
"84, 84.2","Hotakainen, Kari.",Ihmisen osa,535,978-952-234-021-4,2009-01-01
"85.22, 85.22 KU","Koskimies, Pirkko.",Pupu Tupuna päiväkerhossa,535,978-951-32-3101-9,2011-01-01
"84.2, 85.32, 85.32 SA, 85.32 SARJA",,"Ankkojen maailmanhistoria. 4, [Renessanssista suuriin vallankumouksiin]",534,978-951-32-3076-0,2011-01-01
"85.32, 85.32 SA, 85.32 SARJA",,Simpsonit : parhaat 2012,534,978-952-220-477-6,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Harjanne, Maikki.",Santtu kiusaa,533,978-951-1-22448-8,2008-01-01
84.2,,Prinsessa [Videotallenne],532,7071788000349,2011-01-01
"84.2, 84.2 Help, 84.2 HELPPO, 84.2 HL, 85.12, 85.12 H","Impey, Rose.",Piraatti-Pete ja varastettu aarre,532,978-951-883-150-4,2011-01-01
"84.2, 84.2 - Kauhu, 84.2 jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Syvyyksien syylä,531,978-951-0-34438-5,2009-01-01
84.2,"Eugenides, Jeffrey.",Naimapuuhia,531,978-951-1-26000-4,2012-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Cook, Robin.",Kantasolu,530,978-951-20-8457-9,2011-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 84.2H, 85, 85.12 H","Bradman, Tony.",Muumiot tv-tähtinä,530,951-882-634-X,2006-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas menee kouluun,529,951-31-0893-7,1996-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupuna : Pupulassa harrastetaan,529,978-951-32-2369-4,2007-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 Jän, 84.2 JÄN","Brown, Sandra.",Savuverho,529,978-951-31-5667-1,2010-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Harjanne, Maikki.",Minttu harrastaa,529,951-1-21061-0,2006-01-01
"67.455, 67.455F","Alderton, David.",Pienet lemmikkieläimet : omistajan opas,529,951-20-6482-0,2003-01-01
