Hyllpaikka,Tekijä,Nimeke,Lainojen lkm.,ISBN/ISSN,Julkaisuvuosi
"84.2, 84.2 KU, 85.11, 85.12, 85.22, 85.22 KU","Kunnas, Mauri.",Herra Hakkaraisen numerot,580,951-1-19740-1,2004-01-01
"85.22, 85.22 KU, L85.12","Koivisto, Jari.",Miina ja Manu : talvirieha,580,978-951-866-830-8,2012-01-01
84.2,"Axelsson, Majgull.",Kuparienkeli,580,978-951-0-38941-6,2012-01-01
"84.2, 84.2 NA, 84.2 SCI, 84.2 Scifi","Collins, Suzanne.","Nälkäpeli. 2, Vihan liekit",580,978-951-0-37212-8,2011-01-01
"85.22, 85.22 KU","Harjanne, Maikki.",Minttu ja paras ystävä,579,978-951-1-26890-1,2013-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Le Carré, John.",Hurmaava petturi,579,978-951-31-6291-7,2012-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Matintupa, Tuula T.",Syntymään tuomittu : jännitysromaani,579,978-951-883-307-2,2012-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85","Widmark, Martin.",Junan arvoitus,579,978-951-31-4118-9,2009-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Kunnas, Mauri.",Koiramäen talvi,579,951-1-10221-4,1988-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN, Jännitys","Sten, Viveca.",Syvissä vesissä,578,978-952-5918-68-7,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Tison, Annette.",Barbapapan teatteri,578,978-951-1-22417-4,2008-01-01
"85.2, 85.22, 85.22 KU","Kanto, Anneli.",Veera Virtanen ja esikoulu,578,978-951-23-5657-7,2013-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Connelly, Michael.",Viides todistaja,578,978-951-20-8876-8,2012-01-01
"84.2, 84.2 D, 84.2 JÄN","Sarkola, Ritva.",Paratiisikäärme : jännitysromaani,577,978-952-202-416-9,2013-01-01
"84.2, 85",,Risto Räppääjä [Videotallenne],577,6420201176146,2008-01-01
"84.2, 84.2 TYTTÖ, 84.2 UR, 85","Kanto, Anneli.",FC Tytsyt,576,978-951-23-5290-6,2010-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F",,Ihan Ankkana : Aku Ankka 75 vuotta,576,978-951-32-2693-0,2009-01-01
"84.2, 84.2 D, 84.2 JÄN","Mina, Denise.",Petojen kaupunki,576,978-952-01-0844-1,2013-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas punoo juonia,576,978-951-31-3843-1,2007-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN, 84.2 R","Brown, Sandra.",Nopeita leikkauksia,576,978-951-31-6140-8,2011-01-01
"84.2, 84.2 KU, 85.11, 85.112, 85.2, 85.22, 85.22 KU","Kunnas, Mauri.",Koiramäen talossa,575,951-1-05857-6,1980-01-01
"84.2, 84.2 D, 84.2 JÄN","Kallentoft, Mons.",Kevätkuolema,575,978-951-0-39520-2,2013-01-01
84.2,"Kinney, Jeff.","Neropatin päiväkirja. 3,Viimeinen oljenkorsi : Greg Heffleyn julkaisu",575,978-951-0-37085-8,2011-01-01
"84.2, 84.2 Huumori, 84.2 VI, 84.2 VITSI, N84.2",,Vilustunut lumiukko : 400 uutta koululaisvitsiä,575,978-951-1-26479-8,2012-01-01
"84.2, 85.22, 85.22 KU","Moomin and the moonlight adventure, suomi",Muumin kuutamoseikkailu,574,978-951-0-37128-2,2010-01-01
"84.2, 84.2 D, 84.2 JÄN","Child, Lee.",Etsintäkuulutettu,574,978-951-23-5677-5,2013-01-01
"85.22, 85.22 KU","Koskimies, Pirkko.",Pupu Tupuna neuvolassa,574,978-951-32-3478-2,2012-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.1","Widmark, Martin.",Sirkuksen arvoitus,573,951-31-3031-2,2005-01-01
"52 Scifi, 65.8, 77.43","Beecroft, Simon.",Lego Star wars kuvasanakirja,573,978-951-0-38846-4,2011-01-01
79.18051,,Bodaus : fitness magazine.,572,0788-9917,1989-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Harjanne, Maikki.",Minttu saa oman koiran,572,978-951-1-21800-5,2007-01-01
"84.2, 84.2 - Kauhu, 84.2 Jän, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO, 85","Stine, R. L.",Nukkeni mun,571,978-951-0-34437-8,2008-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Hill, Eric.",Puppe osaa laskea,571,951-1-16277-2,1999-01-01
"84.2, 84.2B, 85, 85.12 LA","Nopola, Sinikka.",Risto Räppääjä ja kuuluisa Kamilla [Äänite],571,978-951-31-5081-5,2009-01-01
"84.2, 84.2 D, 84.2 JÄN","James, Peter.",Kuolema kulkee kannoilla,570,978-952-492-701-7,2013-01-01
"03, 03F",Guinness world records 2010,Guinness world records 2010,570,978-951-32-2698-5,2009-01-01
"84.2, 85.1",Ronja rövardotter,Ronja ryövärintytär [Videotallenne].,569,,2003-01-01
84.2,"Heikkinen, Mikko-Pekka.",Terveiset Kutturasta,569,978-951-0-38429-9,2012-01-01
"84.2, 84.2 NA","Björk, Marja.",Poika,567,978-952-01-0898-4,2013-01-01
"84.2, 84.2 HELPPO, 84.2 TA, 84.2 TAVU, 85.12 H, 85.22","Wallace, Karen.",Munavarkaita,567,978-951-883-285-3,2012-01-01
85.32051,,Winx club.,566,1796-086X,2005-01-01
"84, 84.2, 84.2 NOV","Kyrö, Tuomas.",Mielensäpahoittaja [Äänite],566,978-951-0-36642-4,2010-01-01
"84.2, 84.2 RO","Roberts, Nora.",Jotain lainattua,566,978-951-20-8225-4,2011-01-01
"84.2, 85.11, 85.22, 85.22 KU","Wolde, Gunilla.",Sanna ja pölynimuri,564,951-30-3353-8,1975-01-01
"84.2, 85.22, 85.22 KU","Tison, Annette.",Barbapapa tärkeissä töissä,563,978-951-1-25309-9,2011-01-01
"84.2, 84.2 ELÄIN","Jalo, Merja.",Jesse etsijäkoira,563,978-951-0-39348-2,2013-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Sipilä, Jarkko.",Kylmä jälki,562,978-951-20-7527-0,2007-01-01
"84, 84.2, 84.2 RO, 84.2 Vii, 84.2R","Lehtinen, Tuija.",Suklaapolkuja,562,978-951-1-23006-9,2008-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Vala, Vera.",Kuolema sypressin varjossa,561,978-951-20-9036-5,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Hill, Antonio.",Kuolleiden lelujen kesä,560,978-951-1-25964-0,2012-01-01
"84.2, 84.2 TYTTÖ, 84.2 UR","Kanto, Anneli.",Pusu ja pokaali,560,978-951-23-5627-0,2012-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H, 85.22","Donaldson, Julia.",Lukkimo oppii laskemaan,559,951-882-445-2,2004-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 Jän, 84.2 JÄN","Marklund, Liza.",Postikorttimurhat,559,978-951-1-24170-6,2010-01-01
84.2,"Dorrestein, Renate.",Hyvä äitipuoli,559,978-951-0-39414-4,2013-01-01
84.2,"Ullmann, Linn.",Aarteemme kallis,558,978-951-0-39282-9,2012-01-01
"84.2, 84.2  TAVU, 84.2 TA, 84.2 TAVU, 85.12, 85.12 H, 85.22, 85.22 TAVU","Wallace, Karen.",Jäljet lumessa,558,978-951-883-271-6,2011-01-01
"84.2, 85, 85.12 LA","Nopola, Sinikka.",Risto Räppääjä ja kauhea makkara [Äänite],557,951-31-3310-9,2005-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85","Widmark, Martin.",Kahvilan arvoitus,557,951-31-3032-0,2005-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas ihmettelee,557,951-31-2536-X,2002-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Reichs, Kathy.",Paholaisen luut,557,978-951-0-39099-3,2012-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12, 85.12 H","Goodhart, Pippa.",Kakkutesti,556,978-951-882-862-7,2008-01-01
"84.2, 84.2 H, 84.2 HL, 85","Widmark, Martin.",Timanttien arvoitus,556,951-31-3029-0,2004-01-01
"84.2, 84.2 D, 84.2 JÄN","Heino, Marja-Liisa.",Astuit väärään autoon,555,978-951-0-39588-2,2013-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Adler-Olsen, Jussi.",Vanki,555,978-951-20-8754-9,2012-01-01
"85.2, 85.22, 85.22 KU","Kanto, Anneli.",Paavo Virtanen ja tyttöjen tavarat,555,978-951-23-5431-3,2011-01-01
84.2,"Gideon, Melanie.",Vaimo 22,555,978-951-20-8787-7,2013-01-01
"84.2, 84.2 D, 84.2 JÄN","Matintupa, Tuula T.",Laululintu : jännitysromaani,555,978-951-883-488-8,2013-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.","Pelkkiä solmuja, Mikko Mallikas",554,978-951-31-3844-8,2007-01-01
"84.2, 84.2 KU, 85.22, 85.22 KU","Koivisto, Jari.",Miina ja Manu pajassa,554,978-951-866-740-0,2008-01-01
"84.2, 84.5",The hunger games.,Nälkäpeli [Videotallenne],554,6420291114608,2012-01-01
"85.22, 85.22 KU","Korolainen, Tuula.",Muumien värikäs päivä,554,978-951-31-5973-3,2011-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HL, 85","Parvela, Timo.",Ella yökoulussa,554,951-31-2221-2,2001-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Nuotio, Anna.","Tuplana, kiitos!",554,978-952-5918-41-0,2011-01-01
"84, 84.2, 84.2 RO","Mustonen, Enni.",Yllätysperintö : romaani,554,951-1-19029-6,2003-01-01
"84.2, 85.12 LA","Parvela, Timo.",Ella ja kadonnut karttakeppi [Äänite],554,978-951-31-6966-4,2012-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HL, 85","Parvela, Timo.",Ella ja Pate,553,951-31-1632-8,1999-01-01
"84.2, 84.2 SO, 84.2 SOTA","Ylikangas, Heikki.",Aseveljen petos : romaani,553,978-952-5330-49-6,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Hill, Eric.",Puppe menee juhliin,553,951-1-12330-0,1992-01-01
"84, 84.2","Mustonen, Enni.",Parittomat,553,978-951-1-23023-6,2008-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Knutsson, Gösta.",Pekka Töpöhäntä ja lumiukko,552,951-20-3978-8,1992-01-01
"84.2, 84.2 HELPPO, 84.2 TA, 84.2 TAVU, 85.12 H","Wallace, Karen.",Kadonneet kissanpennut,552,978-951-883-284-6,2012-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Kepler, Lars.",Paganini ja paholainen : rikosromaani,552,978-951-31-5496-7,2011-01-01
84.2,"Parkin, Gaile.",Kigalin kakkukauppa muuttaa,552,978-951-31-7118-6,2013-01-01
"84.2, 84.2 R, 84.2 RO, 84.2 Rom, 84.2R","Roberts, Nora.",Kaukainen unelma,552,978-951-20-7858-5,2009-01-01
84.2,"Genova, Lisa.",Puolinainen,552,978-951-0-38868-6,2012-01-01
"85.22, 85.22 KU",,Siniset sankarit,550,978-951-1-26063-9,2012-01-01
"84.2, 84.2 EL, 84.2 Elä, 84.2 ELÄIN, 85","Jalo, Merja.",Jesse pentukoira,550,978-951-0-35899-3,2010-01-01
"84.2, 85.11, 85.2, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas on oikukas,550,978-951-31-1010-9,1997-01-01
"84.2, 85.32, 85.32 SA, 85.32 SARJA, 85.32F","Rosa, Don.",Pako Kielletystä laaksosta ja muita Don Rosan parhaita,550,978-951-32-2887-3,2010-01-01
84.2,"Kelly, Cathy.",Onnen ainekset,549,978-951-20-8398-5,2011-01-01
84.2,"James, E. L.","Fifty shades. 2, Satutettu",549,978-951-1-26857-4,2012-01-01
"84.2, 84.2 HELP, 84.2 HL, 85.11, 85.12 H, 85.22","Bradman, Tony.",Kanerva ja Rolle,549,951-882-635-8,2006-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL","Kallioniemi, Tuula.",Karoliina ja vallaton pentu,548,978-951-1-26001-1,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Nykänen, Harri.",Pyhä toimitus,548,978-952-5918-26-7,2011-01-01
84.2,"Russell, Rachel Renée.","Nolo elämäni. 2, Olisinpa bilehile",548,978-951-32-3528-4,2012-01-01
05.1,,Image : elävän kulttuurin aikakauslehti.,547,0782-3614,1985-01-01
"84.2, 84.2 R, 84.2 RO, 84.2 Vii, 84.2R","Marttila, Johanna.",Lemmenkukkia,547,951-23-4732-6,2006-01-01
84.2,"Isokallio, Kalle.",Venttiili-Ville,547,978-951-31-6850-6,2012-01-01
"85.22, 85.22 KU","Hill, Eric.",Mitä Puppe näkee?,547,978-951-1-26480-4,2012-01-01
"84.2, 84.2 TA, 84.2 TAVU, 84.2 Tavutetut, 85.12, 85.12 H, 85.22","Wallace, Karen.",Kiiltävät johtolangat,547,978-951-883-270-9,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Korolainen, Tuula.",Kissa Killin kiukkupussi,546,978-951-31-3896-7,2007-01-01
"84.2, 84.2 D, 84.2 JÄN","Vargas, Fred.",Normandialainen tapaus,546,978-951-20-8775-4,2013-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Tamminen, Petri.",Rikosromaani,546,978-951-1-26464-4,2012-01-01
"84.2, 84.2 R, 84.2 RO","Cookson, Catherine.",Äidin silmäterä,545,978-951-20-8549-1,2011-01-01
"84.2, 84.2 SA, 85.11, 85.32, 85.32 SARJA, 85.32F",,Näin naapurissa : ankan elämää,545,978-951-32-2882-8,2010-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Lönn, Pasi.",Viimeinen tili,545,978-951-31-6278-8,2011-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO","Kallioniemi, Tuula.",Karoliina ja nokkela Neema,545,978-951-1-26984-7,2013-01-01
"84.2, 84.2 EL, 84.2 ELÄIN","Jalo, Merja.",Jesse kaverikoira,544,978-951-0-38463-3,2012-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Hill, Eric.",Puppe yökylässä,544,951-1-11436-0,1990-01-01
"84. 2, 84.2","Kyrö, Tuomas.",Miniä,544,978-952-67705-0-5,2012-01-01
"77, 84.2, 84.2 H, 84.2 HELP, 84.2 LA, 85.12, 85.12 LA, 85.22","Nopola, Sinikka.",Risto Räppääjän elokuvakirja,544,978-951-31-4478-4,2008-01-01
"85.32, 85.32 SA, 85.32 SARJA",Les egyptochats.,Faraokissa,544,978-951-1-25159-0,2011-01-01
"84.2, 84.2 D, 84.2 JÄN","Tuomainen, Antti.",Synkkä niin kuin sydämeni,543,978-952-01-0841-0,2013-01-01
"84.2, 84.2 Huu, 84.2 Huumori, 84.2 HUUMORI, 84.2 VI, 84.2 VITSI, 85, 85.2UT",,Hevarihiiri kuokkavieraana,542,978-951-1-22984-1,2008-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 POIKA, 85, 85.12 LA","Kallioniemi, Tuula.",Konsta sydämen asialla,542,978-951-1-24307-6,2010-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Kilpi, Marko.",Elävien kirjoihin,542,978-951-20-8358-9,2011-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Kunnas, Mauri.",Mauri Kunnaksen Koiramäki,542,951-1-14399-9,1996-01-01
"82.4 D, 84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Hiltunen, Pekka.",Sysipimeä,542,978-951-0-39383-3,2012-01-01
"84.2, 85.12, 85.22, 85.22 KU","Tuomainen, Hannu.",Niko 2 : lentäjäveljekset,542,978-951-20-9001-3,2012-01-01
"84.2, 84.2 R, 84.2 RO, 84.2R","Roberts, Nora.",Jotain vanhaa,542,978-951-20-8224-7,2010-01-01
"84.2, 84.2 D, 84.2 JÄN","Camilleri, Andrea.",Hämähäkin kärsivällisyys,541,978-951-0-38867-9,2013-01-01
"85.22, 85.22 KU","Tison, Annette.",Barbapapan muodot,541,978-951-1-25466-9,2011-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ, 84.2 Jän","Kepler, Lars.",Hypnotisoija : rikosromaani,541,978-951-31-5274-1,2010-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Crais, Robert.",Varkaiden laki,541,978-951-23-5540-2,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Rosman, Ann.",Noitavasara,541,978-952-5637-90-8,2012-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 LA, 84.2 POIKA, 84.2H, 85","Kallioniemi, Tuula.",Konsta ja näkymätön Niklas,540,978-951-1-21935-4,2007-01-01
84.2,"Binchy, Maeve.",Seitsemän talvista päivää,540,978-951-0-40006-7,2013-01-01
"84.2, 84.2 H , 84.2 Hel, 84.2 HELP, 84.2 HL, 84.2B, 85","Parvela, Timo.",Ella luokkaretkellä,540,951-31-1063-X,1997-01-01
"84.2, 84.2 D, 84.2 JÄN","Tuomola, Johanna.",Murhaaja vierelläsi : jännitysromaani,539,978-952-202-425-1,2013-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Child, Lee.",Linnoitus,539,978-951-23-5457-3,2011-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU","Bergström, Gunilla.",Mikko Mallikas ja Mulperi,539,978-951-31-2747-3,2003-01-01
"84.2, 84.2 D, 84.2 JÄN","Bagge, Tapani.",Punainen varjo,539,978-952-289-043-6,2013-01-01
"76.051, 84.2",,House & garden.,539,0043-5759,1934-01-01
84.2,"Seppälä, Juha.",Mr. Smith : romaani,538,978-951-0-39003-0,2012-01-01
"85.22, 85.32, 85.32 SA, 85.32 SARJA",,Simpsonit : jytkypaukku,538,978-952-220-412-7,2011-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","Fossum, Karin.",Paha tahto : Konrad Sejer -romaani,538,978-951-0-35093-5,2009-01-01
"85.22, 85.22 KU","Scarry, Richard.",Höyrylaivan arvoitus,537,978-951-31-7202-2,2012-01-01
"84.2, 84.2 RO","Paloheimo, Laura.",Klaukkala : romaani,536,978-951-1-26337-1,2012-01-01
"84.2, 84.2 HEVOS","Jalo, Merja.",Noiduttu huone,536,978-951-0-39325-3,2013-01-01
"58, 58.1",Sharks & other creatures of the deep.,Hait ja muut syvyyksien pedot,536,978-952-492-695-9,2012-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 LA, 84.2 POIKA, 84.2B, 85","Kallioniemi, Tuula.","Konsta, tokaluokkalainen",536,951-1-21222-2,2006-01-01
"85.22, 85.22 KU",Moomin and the winter snow.,Muumi ja ensilumi,536,978-951-0-38603-3,2011-01-01
"84.2, 84.2 Kauhu, 84.2 KAUHU, 84.2 NO","Stine, R. L.",Ihmissusien yö,535,978-951-32-3107-1,2011-01-01
"84.2, 84.2 RO","Poutanen, Kira.",Rakkautta borealis,535,978-951-0-38997-3,2012-01-01
"84, 84.2","Härkönen, Anna-Leena.",Ei kiitos,533,978-951-1-22921-6,2008-01-01
"85.22, 85.22 KU","Havukainen, Aino.",Veera ja menopelit,533,978-951-1-26728-7,2012-01-01
"84.2, 84.2 KU, 85.11, 85.22, 85.22 KU, 85.22F","Koskimies, Pirkko.",Pupu Tupuna leikkipuistossa,533,978-951-32-2681-7,2009-01-01
"84.2, 84.2 R, 84.2 RO, 84.2R","Steel, Danielle.",Uusi aamu,532,978-951-0-35832-0,2010-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Pakkanen, Outi.",Yöpuisto,532,978-951-1-23008-3,2008-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Leon, Donna.",Unelmien tyttö : komisario Guido Brunettin tutkimuksia,532,978-951-1-24050-1,2010-01-01
84.2,"Forsgren, Carita.",Perintö,531,978-951-1-26040-0,2012-01-01
92.73,"Keskisarja, Teemu.",Raaka tie Raatteeseen : suurtaistelun ihmisten historia,531,978-952-234-135-8,2012-01-01
84.2,"Latvala, Taina.",Välimatka,531,978-951-0-38469-5,2012-01-01
84.2,"Russell, Rachel Renée.","Nolo elämäni. 1, Olisinpa suosittu",530,978-951-32-3502-4,2012-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Ropponen, Markku.",Kuhala ja vanginvartijan mandoliini,530,978-951-31-6031-9,2011-01-01
"85.32, 85.32 SA, 85.32 SARJA",,Bart Simpson : kepposten prinssi,530,978-952-220-413-4,2011-01-01
"85.32, 85.32 SA","Jarla, Pertti.",Fingerpori. 5,530,978-952-270-031-5,2012-01-01
"69.62 KU, 85.22, 85.22 KU","Koivisto, Jari.",Miina ja Manu koulutiellä,530,978-951-866-781-3,2010-01-01
"84.2, 84.2 D, 84.2 JÄN","Qiu, Xiaolong.",Kuolemanjärvi,530,978-951-1-26923-6,2013-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","Jungstedt, Mari.",Aamun hämärissä,529,978-951-1-23941-3,2010-01-01
"84.2, 85.12 LA","Nopola, Sinikka.",Risto Räppääjä saa isän [Äänite],529,978-951-31-6358-7,2011-01-01
"85.22, 85.22 KU","Miler, Zdeněk.",Myyrä ja vihreä tähti,529,978-951-31-6866-7,2012-01-01
"85.22, 85.22 KU","Melling, David.",Huuko lähtee yökylään,527,978-951-883-378-2,2012-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO","Widmark, Martin.",Syntymäpäivän arvoitus,527,978-951-31-7277-0,2013-01-01
"84.2, 84.2 d, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Nesbø, Jo.",Panssarisydän,526,978-951-0-36254-9,2010-01-01
"40, 85.22, 85.22 KU","Moran, Paul.",Missä mangusti luuraa?,526,978-951-20-8974-1,2012-01-01
"84.2, 84.2 D, 84.2 JÄN","Ridpath, Michael.",Varjojen saartama,526,978-951-52-3078-2,2013-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 HL, 85","Parvela, Timo.",Ella ja kiristäjä,526,951-31-0623-3,1995-01-01
84.2,"Gardell, Jonas.","Älä koskaan pyyhi kyyneleitä paljain käsin. 1, Rakkaus",525,978-951-0-39777-0,2013-01-01
"84.2, 84.2 D, 84.2 JÄN, Jännitys","Edwardson, Åke.",Talo maailman laidalla,525,978-952-01-0867-0,2013-01-01
"59.3, 59.34","Jaakkola, Kaisa.",Hormonitasapaino : opas energiseen elämään,525,978-951-31-6808-7,2012-01-01
"0.51, 05.1, 60.051, 79.5, 79.505, 79.5051, 79.5105",,Vauhdin maailma.,525,0355-4295,1965-01-01
84.2,"Pancol, Katherine.",Central Parkin oravat ovat surullisia maanantaisin,525,978-952-279-040-8,2013-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Lustbader, Eric Van.",Robert Ludlumin Medusan tähtäin,524,978-951-1-25474-4,2012-01-01
"84.2, 84.2 H , 84.2 HELP, 84.2 LA, 84.2 POIKA, 85","Kallioniemi, Tuula.","Konsta, kovanaama",524,978-951-1-23725-9,2009-01-01
"84.2, 84.2 HELP, 84.2 HELPPO, 84.2 HL, 85, 85.12 H","Doyle, Malachy.",Jalkapalloaaveet,524,978-951-882-942-6,2009-01-01
"84.2, 84.2 JÄN","Ruiz Zafón, Carlos.",Taivasten vanki,523,978-951-1-26474-3,2012-01-01
"85.32, 85.32 SA, 85.32 SARJA",The Simpsons go for the gold.,Simpsonit : tavoitteena kulta,523,978-952-220-536-0,2012-01-01
"84.2, 85.22, 85.22 KU","Míler, Zdeněk.",Myyrä puhemiehenä,523,951-31-2511-4,2002-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 Jän, 84.2 JÄN","Brown, Dan.",Kadonnut symboli,523,978-951-0-31919-2,2009-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 J, 84.2 JÄ","Cornwell, Patricia.",Kuolleiden satama,521,978-951-1-25368-6,2011-01-01
" 84.2, 84.2","James, E. L.","Fifty shades. 3, Vapautettu",521,978-951-1-26856-7,2012-01-01
84.2,"Wennström, Annica.",Lapinkylä : sukutarina,521,978-952-5637-34-2,2012-01-01
"84, 84.2, 84.2 D, 84.2 DEK, 84.2 JÄ, 84.2 Jän, 84.2J","Rönkä, Matti.",Tuliaiset Moskovasta,520,978-951-20-7988-9,2009-01-01
"84, 84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Jokinen, Seppo.",Koskinen ja pudotuspeli : rikosromaani,520,951-23-4832-2,2006-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Child, Lee.",Henkensä kaupalla,520,978-951-23-5381-1,2011-01-01
"84.2, 84.2 H, 84.2 HE, 84.2 HELP, 84.2 HEVOS","Lukkarila, Päivi.",Venlan kesäponi,519,978-951-23-5518-1,2012-01-01
"84.2, 84.2 KU, 85.11, 85.2, 85.22, 85.22 KU","Louhi, Kristiina.",Aino ja Pakkasen Poika,519,951-30-9415-4,1990-01-01
"85.22, 85.22 KU",Mater´s Tall Tales,Martin tarinatalli,519,978-951-32-3197-2,2011-01-01
"67.41, 67.41 KU, 85.22, 85.22 KU","Niemelä, Reetta.",Tikkumäen talli,518,978-951-1-24909-2,2011-01-01
"84.2, 85.11, 85.22, 85.22 KU","Koskimies, Pirkko.",Pupu Tupunan leikkimökki,518,978-951-32-2993-1,2010-01-01
"84, 84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 JÄ","Sipilä, Jarkko.",Prikaatin kosto,518,978-951-20-7989-6,2009-01-01
"84.2, 84.2 D, 84.2 DEK, 84.2 JÄ","Sarkola, Ritva.",Puhu hiljaa rakkaudesta : jännitysromaani,518,978-952-202-355-1,2012-01-01
"05.1, 78, 78.051, 78.891051",,Soundi : suomalainen rocklehti.,517,0785-0891,1975-01-01
"84.2, 84.2 H, 84.2 HELP, 84.2 HELPPO, 84.2 HL","Gutman, Dan.",Tyrmäävä terkkari,517,978-951-32-3493-5,2012-01-01
"84.2, 84.2 D, 84.2 JÄN","McGrath, M. J.",Lumipoika,516,978-952-01-0878-6,2013-01-01
"85.11, 85.22, 85.22 KU, 85.22F","Koivisto, Jari.",Miina ja Manu kaupungin kesässä,515,978-951-866-761-5,2009-01-01
"84.2, 84.2 D, 84.2 J, 84.2 JÄ, 84.2 JÄN","Smith, Wilbur.",Vaaran vesillä,515,978-951-1-25740-0,2011-01-01
"84.2, 84.2 D, 84.2 Dek, 84.2 DEK, 84.2 J, 84.2 JÄ","Jansson, Anna.",Haudankaivaja,515,978-951-20-8100-4,2009-01-01
"84.2, 84.2 D, 84.2 JÄ, 84.2 JÄN","Pettersson, Torsten.",Aakkosmurhaaja : jännitysromaani,514,978-952-202-380-3,2012-01-01
